Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,LotArea,Neighborhood,Condition,HouseStyle,YearRemodAdd,SalePrice
1439,9,866,3,841,1990,2,1,6,11,2,9289,Lakeside,Fair,Ranch,2008,381237
1440,5,986,1,34,1997,1,0,3,6,2,15734,Downtown,Fair,Colonial,2001,263537
1441,7,1145,2,1083,2020,1,0,3,5,0,9623,Suburbs,Excellent,1Story,2022,313331
1442,5,3704,2,271,1922,1,1,6,10,0,9048,Midtown,Average,SplitLevel,2021,386501
1443,4,2856,0,243,1999,2,1,1,5,0,11078,Meadows,Poor,Colonial,2022,318384
1444,7,1647,3,838,1943,1,1,1,6,1,6723,Midtown,Average,1Story,1976,329887
1445,4,1306,3,408,1933,3,0,1,6,1,14536,Riverside,Poor,Ranch,1960,305727
1446,9,2235,3,695,1927,1,0,1,5,0,14809,Riverside,Fair,1Story,2000,412041
1447,6,1405,3,2227,1994,1,0,3,8,1,12256,Downtown,Poor,1Story,2009,393332
1448,10,650,0,1889,1947,3,1,1,6,0,16793,Midtown,Fair,1Story,1960,383357
1449,4,2814,3,2319,1925,3,1,1,8,1,6670,Midtown,Poor,1Story,1957,401415
1450,5,3645,3,458,1983,1,0,5,7,1,2206,Meadows,Average,SplitLevel,1998,422297
1451,7,820,1,923,2017,2,1,2,6,1,6725,Suburbs,Good,1Story,2018,288524
1452,10,1705,0,581,2013,3,0,5,11,1,16617,Meadows,Fair,Ranch,2022,399536
1453,1,1452,1,1723,2002,3,1,3,7,0,6277,Meadows,Good,1Story,2022,233383
1454,9,698,1,1107,1964,3,1,5,11,0,14526,Downtown,Fair,1Story,1970,357300
1455,10,3333,0,1309,1988,3,0,2,9,2,15258,Hillcrest,Excellent,Colonial,2014,500199
1456,9,3362,3,519,1947,2,1,1,4,2,19220,Hillcrest,Average,Ranch,1980,506314
1457,1,2693,1,1795,2004,3,0,5,9,2,3065,Meadows,Average,Colonial,2022,339793
1458,1,806,3,2339,2014,3,0,4,9,0,12683,Lakeside,Average,Colonial,2018,325803
1459,9,2390,2,1839,1925,3,0,1,6,2,19294,Riverside,Average,SplitLevel,1980,484846
1460,1,1288,0,681,1945,3,1,6,11,0,13772,OakPark,Poor,2Story,1972,235813
